date,pe_lyr,pe_ttm,pb
2025-08-11,15.1,14.73,3.25
2025-08-12,15.01,14.64,3.23
2025-08-13,15.01,14.64,3.23
2025-08-14,14.97,14.6,3.22
2025-08-15,15.0,14.63,3.23
2025-08-18,15.08,14.7,3.24
2025-08-19,15.16,14.78,3.26
2025-08-20,15.33,14.95,3.3
2025-08-21,15.29,14.91,3.29
2025-08-22,15.33,14.95,3.3
2025-08-25,15.83,15.44,3.4
2025-08-26,15.81,15.42,3.4
2025-08-27,15.43,15.04,3.32
2025-08-28,15.29,15.08,3.47
2025-08-29,15.78,15.57,3.58
2025-09-01,15.7,15.49,3.56
2025-09-02,15.67,15.46,3.55
2025-09-03,15.43,15.22,3.5
2025-09-04,15.29,15.09,3.47
2025-09-05,15.45,15.24,3.5
2025-09-08,15.73,15.52,3.57
2025-09-09,15.7,15.48,3.56
2025-09-10,15.61,15.39,3.54
2025-09-11,15.66,15.45,3.55
2025-09-12,15.5,15.29,3.51
2025-09-15,15.43,15.23,3.5
2025-09-16,15.33,15.12,3.48
2025-09-17,15.35,15.14,3.48
2025-09-18,15.1,14.9,3.42
2025-09-19,15.12,14.92,3.43
2025-09-22,14.93,14.73,3.38
2025-09-23,14.89,14.69,3.38
2025-09-24,14.91,14.71,3.38
2025-09-25,14.81,14.61,3.36
2025-09-26,14.64,14.45,3.32
2025-09-29,14.86,14.66,3.37
2025-09-30,14.8,14.6,3.36
2025-10-09,14.76,14.57,3.35
2025-10-10,14.71,14.51,3.34
2025-10-13,14.6,14.41,3.31
2025-10-14,14.88,14.67,3.37
2025-10-15,14.88,14.67,3.37
2025-10-16,14.96,14.76,3.39
2025-10-17,14.75,14.55,3.35
2025-10-20,14.68,14.48,3.33
2025-10-21,14.69,14.49,3.33
2025-10-22,14.64,14.44,3.32
2025-10-23,14.79,14.59,3.35
2025-10-24,14.66,14.46,3.32
2025-10-27,14.66,14.46,3.32
2025-10-28,14.64,14.44,3.32
2025-10-29,14.48,14.29,3.28
2025-10-30,14.44,14.24,3.27
2025-10-31,14.5,16.24,3.24
2025-11-03,14.5,16.24,3.24
2025-11-04,14.28,15.99,3.19
2025-11-05,14.16,15.86,3.16
2025-11-06,14.16,15.86,3.16
2025-11-07,14.23,15.94,3.18
2025-11-10,14.72,16.49,3.29
2025-11-11,14.72,16.49,3.29
2025-11-12,14.67,16.43,3.28
2025-11-13,14.77,16.55,3.3
2025-11-14,14.65,16.41,3.27
2025-11-17,14.64,16.4,3.27
2025-11-18,14.67,16.43,3.28
2025-11-19,14.61,16.37,3.27
2025-11-20,14.65,16.42,3.28
2025-11-21,14.58,16.34,3.26
2025-11-24,14.44,16.18,3.23
2025-11-25,14.44,16.18,3.23
2025-11-26,14.41,16.14,3.22
2025-11-27,14.37,16.1,3.21
2025-11-28,14.36,16.09,3.21
2025-12-01,14.34,16.06,3.2
2025-12-02,14.21,15.91,3.18
2025-12-03,14.09,15.78,3.15
2025-12-04,13.95,15.62,3.12
2025-12-05,14.01,15.69,3.13
2025-12-08,13.8,15.46,3.09
2025-12-09,13.51,15.14,3.02
2025-12-10,13.6,15.24,3.04
2025-12-11,13.64,15.28,3.05
2025-12-12,13.6,15.23,3.04
2025-12-15,13.7,15.35,3.06
2025-12-16,13.77,15.43,3.08
2025-12-17,13.82,15.48,3.09
2025-12-18,13.46,15.08,3.01
2025-12-19,13.47,15.09,3.01
2025-12-22,13.44,15.06,3.01
2025-12-23,13.37,14.98,2.99
2025-12-24,13.32,14.92,2.98
2025-12-25,13.48,15.1,3.01
2025-12-26,13.38,14.99,2.99
2025-12-29,13.17,14.75,2.94
2025-12-30,13.08,14.66,2.92
2025-12-31,12.91,14.46,2.89
2026-01-05,13.15,14.73,2.94
2026-01-06,13.18,14.77,2.95
2026-01-07,13.1,14.68,2.93
2026-01-08,13.03,14.59,2.91
2026-01-09,13.06,14.63,2.92
2026-01-12,13.23,14.82,2.96
2026-01-13,13.16,14.74,2.94
2026-01-14,13.04,14.61,2.92
2026-01-15,12.93,14.48,2.89
2026-01-16,12.81,14.36,2.86
2026-01-19,12.74,14.27,2.85
2026-01-20,12.78,14.32,2.86
2026-01-21,12.56,14.07,2.81
2026-01-22,12.52,14.03,2.8
2026-01-23,12.55,14.06,2.81
2026-01-26,12.47,13.97,2.79
2026-01-27,12.31,13.79,2.75
2026-01-28,12.27,13.75,2.74
2026-01-29,13.5,15.12,3.02
2026-01-30,12.8,14.33,2.86
2026-02-02,13.07,14.65,2.92
2026-02-03,13.07,14.65,2.92
2026-02-04,13.22,14.81,2.96
2026-02-05,13.27,14.87,2.97
2026-02-06,13.04,14.61,2.91
2026-02-09,13.08,14.66,2.92
2026-02-10,12.98,14.54,2.9
2026-02-11,12.92,14.48,2.89
2026-02-12,12.75,14.28,2.85
2026-02-13,12.92,14.48,2.89
2026-02-24,12.81,14.36,2.86
2026-02-25,12.82,14.36,2.86
2026-02-26,12.66,14.18,2.83
2026-02-27,12.68,14.2,2.83
2026-03-02,12.58,14.09,2.81
2026-03-03,12.5,14.0,2.79
2026-03-04,12.31,13.79,2.75
2026-03-05,12.36,13.85,2.76
2026-03-06,12.48,13.98,2.79
2026-03-09,12.37,13.86,2.77
2026-03-10,12.44,13.93,2.78
2026-03-11,12.45,13.95,2.78
2026-03-12,12.46,13.96,2.79
2026-03-13,12.55,14.05,2.8
2026-03-16,12.74,14.27,2.85
2026-03-17,12.77,14.31,2.85
2026-03-18,12.64,14.16,2.83
2026-03-19,12.49,14.0,2.79
2026-03-20,12.48,13.98,2.79
2026-03-23,12.21,13.68,2.73
2026-03-24,12.35,13.83,2.76
2026-03-25,12.48,13.99,2.79
2026-03-26,12.34,13.83,2.76
2026-03-27,12.51,14.01,2.8
2026-03-30,12.61,14.12,2.82
2026-03-31,12.58,14.1,2.81
2026-04-01,12.72,14.25,2.84
2026-04-02,12.8,14.33,2.86
2026-04-03,12.61,14.13,2.82
2026-04-07,12.56,14.08,2.81
2026-04-08,12.7,14.22,2.84
2026-04-09,12.5,14.01,2.79
2026-04-10,12.44,13.93,2.78
2026-04-13,12.48,13.98,2.79
2026-04-14,12.56,14.07,2.81
2026-04-15,12.62,14.14,2.82
2026-04-16,12.61,14.12,2.82
2026-04-17,12.41,13.91,2.77
2026-04-20,12.35,13.84,2.76
2026-04-21,12.33,13.81,2.76
2026-04-22,12.26,13.74,2.74
2026-04-23,12.33,13.81,2.76
2026-04-24,12.34,13.82,2.76
2026-04-27,12.21,13.68,2.73
2026-04-28,12.21,13.68,2.73
2026-04-29,11.98,13.42,2.68
2026-04-30,42.08,29.91,2.94
2026-05-06,39.99,28.42,2.8
2026-05-07,40.14,28.53,2.81
2026-05-08,39.94,28.38,2.79
2026-05-11,39.8,28.28,2.78
2026-05-12,39.26,27.9,2.75
2026-05-13,38.65,27.46,2.7
2026-05-14,38.58,27.41,2.7
2026-05-15,37.66,26.76,2.63
2026-05-18,37.09,26.36,2.6
2026-05-19,37.19,26.42,2.6
2026-05-20,37.05,26.33,2.59
2026-05-21,37.0,26.29,2.59
2026-05-22,36.43,25.89,2.55
2026-05-25,36.47,25.92,2.55
2026-05-26,36.14,25.68,2.53
2026-05-27,36.37,25.84,2.54
2026-05-28,35.33,25.1,2.47
2026-05-29,36.8,26.15,2.57
2026-06-01,36.16,25.69,2.53
2026-06-02,35.85,25.48,2.51
2026-06-03,35.7,25.37,2.5
2026-06-04,35.16,24.98,2.46
2026-06-05,35.15,24.98,2.46
2026-06-08,34.66,24.63,2.42
2026-06-09,34.29,24.37,2.4
2026-06-10,34.31,24.38,2.4
2026-06-11,34.59,24.58,2.42
2026-06-12,34.64,24.62,2.42
2026-06-15,34.52,24.53,2.41
2026-06-16,33.96,24.13,2.38
2026-06-17,33.59,23.87,2.35
2026-06-18,32.88,23.37,2.3
2026-06-22,33.18,23.58,2.32
2026-06-23,32.41,23.03,2.27
2026-06-24,31.77,22.58,2.22
2026-06-25,32.51,23.1,2.27
2026-06-26,31.72,22.54,2.22
2026-06-29,32.08,22.8,2.24
2026-06-30,32.08,22.8,2.24
2026-07-01,32.3,22.96,2.26
2026-07-02,31.86,22.64,2.23
2026-07-03,31.74,22.55,2.22
2026-07-06,31.97,22.72,2.24
2026-07-07,31.09,22.09,2.17
2026-07-08,30.99,22.02,2.17
2026-07-09,30.73,21.84,2.15
2026-07-10,31.94,22.7,2.23
2026-07-13,31.57,22.43,2.21
2026-07-14,31.82,22.61,2.23
2026-07-15,33.12,23.53,2.32
2026-07-16,32.04,22.76,2.24
2026-07-17,31.54,22.41,2.21
